timestamp,factory_id,turbidity_ntu,ph,conductivity_us_cm,chromium_mg_l,copper_mg_l,tds_mg_l
2026-01-21 22:03:53,TX-C,174.55,10.06,3343.98,0.56,0.31,1609.74
2026-01-21 22:03:54,CH-1,202.00,5.00,1954.79,0.21,0.45,4794.16
2026-01-21 22:03:54,CH-2,255.47,5.67,2882.08,1.03,0.50,3814.70
2026-01-21 22:03:54,TX-A,365.09,7.48,2220.22,0.23,0.34,2572.69
2026-01-21 22:03:54,TX-B,420.27,8.34,2399.08,0.52,0.26,1921.81
2026-01-21 22:03:54,TX-C,308.58,10.21,2470.13,0.66,0.26,2091.67
2026-01-21 22:03:55,CH-1,242.04,6.58,3256.52,1.50,0.52,2865.79
2026-01-21 22:03:55,CH-2,192.91,6.51,1901.75,1.95,0.53,3139.96
2026-01-21 22:03:55,TX-A,307.95,7.08,3432.91,0.70,0.24,2446.33
2026-01-21 22:03:55,TX-B,308.75,9.53,2263.41,0.50,0.34,1736.16
2026-01-21 22:03:55,TX-C,297.63,8.84,3530.93,0.57,0.11,2576.83
2026-01-21 22:03:56,CH-1,242.51,7.22,2860.64,1.95,0.90,3286.63
2026-01-21 22:03:56,CH-2,167.27,5.40,3379.89,0.81,0.64,3145.61
2026-01-21 22:03:56,TX-A,224.03,9.35,2429.62,0.71,0.22,1816.39
2026-01-21 22:03:56,TX-B,320.50,9.15,2384.17,0.42,0.24,2268.74
2026-01-21 22:03:56,TX-C,234.22,7.66,3634.76,0.54,0.27,2283.33
2026-01-21 22:03:57,CH-1,213.73,6.57,3505.37,1.24,0.74,4250.30
2026-01-21 22:03:57,CH-2,213.26,4.70,1794.19,0.74,0.38,3360.20
2026-01-21 22:03:57,TX-A,306.32,7.54,3196.09,0.46,0.20,2602.05
2026-01-21 22:03:57,TX-B,210.89,6.44,1890.59,0.22,0.25,2160.53
2026-01-21 22:03:57,TX-C,382.57,9.64,3243.37,0.67,0.15,1946.68
2026-01-21 22:03:58,CH-1,164.13,4.99,4301.67,0.56,0.49,3981.72
2026-01-21 22:03:58,CH-2,196.11,6.84,3683.41,1.63,0.75,2293.31
2026-01-21 22:03:58,TX-A,485.37,8.57,2960.66,0.39,0.34,2522.16
2026-01-21 22:03:58,TX-B,508.15,9.83,1507.68,0.53,0.25,2377.68
2026-01-21 22:03:58,TX-C,247.71,8.23,1506.61,0.55,0.31,2217.89
2026-01-21 22:03:59,CH-1,207.02,6.81,3580.83,1.29,0.25,3699.93
2026-01-21 22:03:59,CH-2,213.97,8.02,3152.01,1.13,0.69,3641.18
2026-01-21 22:03:59,TX-A,343.87,8.79,3276.75,0.67,0.31,2168.37
2026-01-21 22:03:59,TX-B,281.91,8.00,3041.27,0.42,0.29,2860.71
2026-01-21 22:03:59,TX-C,473.16,9.08,3072.20,0.45,0.26,1489.89
2026-01-21 22:04:00,CH-1,221.87,5.95,3345.95,1.40,0.69,3704.70
2026-01-21 22:04:00,CH-2,250.23,6.94,2376.46,0.83,0.68,3964.90
2026-01-21 22:04:00,TX-A,394.77,9.50,2926.40,0.39,0.36,2564.77
2026-01-21 22:04:00,TX-B,400.48,8.31,2471.72,0.52,0.23,2448.34
2026-01-21 22:04:00,TX-C,325.30,9.16,3128.99,0.26,0.27,2944.69
2026-01-21 22:04:01,CH-1,241.72,4.27,3459.42,1.46,0.42,3711.29
2026-01-21 22:04:01,CH-2,199.68,5.22,4736.96,1.08,0.58,3322.10
2026-01-21 22:04:01,TX-A,357.52,6.77,2296.91,0.29,0.29,2273.29
2026-01-21 22:04:01,TX-B,279.85,7.42,2964.37,0.38,0.11,1709.99
2026-01-21 22:04:01,TX-C,245.14,9.07,1960.75,0.57,0.25,1717.84
2026-01-21 22:04:02,CH-1,116.19,7.13,4059.61,0.83,0.47,2460.52
2026-01-21 22:04:02,CH-2,275.46,6.17,2693.08,0.84,0.45,2908.99
2026-01-21 22:04:02,TX-A,443.65,7.88,2738.72,0.66,0.27,2241.42
2026-01-21 22:04:02,TX-B,434.60,8.08,3081.60,0.47,0.27,2374.72
2026-01-21 22:04:02,TX-C,271.53,8.98,3065.25,0.67,0.24,2409.38
2026-01-21 22:04:03,CH-1,233.32,5.63,3112.27,1.20,0.59,3554.89
2026-01-21 22:04:03,CH-2,174.87,5.12,3552.29,1.09,0.63,2458.82
2026-01-21 22:04:03,TX-A,620.35,7.26,3430.28,0.22,0.30,2292.40
2026-01-21 22:04:03,TX-B,393.90,7.33,2355.81,0.43,0.33,2064.22
2026-01-21 22:04:03,TX-C,446.73,7.34,2891.18,0.18,0.19,2440.65
2026-01-21 22:04:04,CH-1,254.47,6.76,3515.41,1.79,0.64,2124.64
2026-01-21 22:04:04,CH-2,196.99,7.42,2593.27,1.24,0.87,3558.13
2026-01-21 22:04:04,TX-A,481.91,8.62,2515.04,0.65,0.32,2877.65
2026-01-21 22:04:04,TX-B,443.05,8.24,3098.83,0.39,0.35,2494.65
2026-01-21 22:04:04,TX-C,350.21,8.89,3038.22,0.57,0.28,2580.19
2026-01-21 22:04:05,CH-1,218.98,6.58,4186.60,1.33,0.54,2532.79
2026-01-21 22:04:05,CH-2,168.95,5.86,3078.24,1.40,0.35,4495.11
2026-01-21 22:04:05,TX-A,349.21,7.04,2756.48,0.45,0.17,2299.47
2026-01-21 22:04:05,TX-B,245.08,9.60,3454.82,0.13,0.37,2369.78
2026-01-21 22:04:05,TX-C,344.82,7.58,2077.66,0.64,0.20,2218.92
2026-01-21 22:04:06,CH-1,232.96,6.84,3730.64,1.33,0.94,3249.74
2026-01-21 22:04:06,CH-2,139.18,6.71,3414.27,1.12,0.68,3211.14
2026-01-21 22:04:06,TX-A,271.87,8.58,2978.73,0.74,0.26,2111.70
2026-01-21 22:04:06,TX-B,252.05,9.03,1906.75,0.56,0.13,2404.33
2026-01-21 22:04:06,TX-C,323.68,10.63,3000.03,0.63,0.24,2277.88
2026-01-21 22:04:07,CH-1,232.43,4.65,4104.16,1.12,0.74,2376.70
2026-01-21 22:04:07,CH-2,270.03,5.17,3285.17,0.87,0.64,2994.23
2026-01-21 22:04:07,TX-A,345.27,7.95,2807.18,0.60,0.27,2387.56
2026-01-21 22:04:07,TX-B,463.40,7.19,3479.30,0.60,0.30,1786.24
2026-01-21 22:04:07,TX-C,381.11,6.89,3173.49,0.74,0.37,2403.86
2026-01-21 22:04:08,CH-1,294.52,6.78,3959.78,0.08,0.83,2663.49
2026-01-21 22:04:08,CH-2,244.83,8.39,3558.54,1.55,0.55,3561.75
2026-01-21 22:04:08,TX-A,350.78,9.22,2578.27,0.44,0.35,1964.70
2026-01-21 22:04:08,TX-B,348.89,9.55,2064.64,0.39,0.11,2007.15
2026-01-21 22:04:08,TX-C,333.16,8.36,2930.47,0.66,0.23,2158.93
2026-01-21 22:04:09,CH-1,246.99,7.02,3958.70,1.34,0.72,3168.74
2026-01-21 22:04:09,CH-2,247.41,6.58,3712.20,1.13,0.49,3653.11
2026-01-21 22:04:09,TX-A,340.40,8.25,2418.86,0.35,0.22,2546.86
2026-01-21 22:04:09,TX-B,280.72,8.21,2850.94,0.82,0.20,2399.46
2026-01-21 22:04:09,TX-C,433.43,7.45,2275.50,0.54,0.28,2190.04
2026-01-21 22:04:10,CH-1,232.13,6.12,2957.74,1.63,0.47,3452.27
2026-01-21 22:04:10,CH-2,209.63,5.29,2252.88,1.14,0.61,1540.71
2026-01-21 22:04:10,TX-A,371.46,7.11,2499.12,0.18,0.20,2964.45
2026-01-21 22:04:10,TX-B,253.58,8.50,1651.80,0.65,0.29,2329.10
2026-01-21 22:04:10,TX-C,309.06,6.93,3183.27,0.68,0.26,2218.22
2026-01-21 22:04:11,CH-1,144.90,7.51,4860.96,1.52,0.74,3838.26
2026-01-21 22:04:11,CH-2,179.83,7.28,4408.31,1.00,0.72,3165.02
2026-01-21 22:04:11,TX-A,399.01,9.53,3461.38,0.87,0.21,2261.18
2026-01-21 22:04:11,TX-B,421.35,5.80,2134.65,0.56,0.36,2558.06
2026-01-21 22:04:11,TX-C,384.31,9.69,2880.65,0.34,0.18,2619.06
2026-01-21 22:04:12,CH-1,170.54,6.03,4905.81,1.54,0.51,3311.40
2026-01-21 22:04:12,CH-2,120.25,7.06,3994.46,1.70,0.85,3268.69
2026-01-21 22:04:12,TX-A,360.63,6.90,2878.91,0.51,0.26,2149.93
2026-01-21 22:04:12,TX-B,290.11,8.16,2705.14,0.55,0.29,2224.81
2026-01-21 22:04:12,TX-C,302.98,8.71,2081.02,0.40,0.30,2665.30
2026-01-21 22:04:13,CH-1,252.12,6.50,2532.51,1.70,0.62,3963.34
2026-01-21 22:04:13,CH-2,322.85,5.85,2976.79,0.67,0.39,3151.76
2026-01-21 22:04:13,TX-A,449.79,8.44,3111.64,0.61,0.30,3065.96
2026-01-21 22:04:13,TX-B,347.14,8.42,2162.33,0.58,0.28,2646.74
2026-01-21 22:04:13,TX-C,277.74,9.85,2732.55,0.55,0.16,1482.94
2026-01-21 22:04:14,CH-1,217.13,5.90,2307.87,0.94,0.67,4361.08
2026-01-21 22:04:14,CH-2,294.71,5.53,4451.77,0.87,0.65,4247.95
2026-01-21 22:04:14,TX-A,384.10,8.66,2660.30,0.32,0.29,3060.62
2026-01-21 22:04:14,TX-B,366.07,8.73,2492.93,0.60,0.26,1943.19
2026-01-21 22:04:14,TX-C,317.20,8.04,2560.66,0.45,0.28,1382.73
2026-01-21 22:04:15,CH-1,237.92,5.02,4925.35,1.95,0.43,3470.11
2026-01-21 22:04:15,CH-2,194.58,5.56,2817.10,1.15,0.61,2019.97
2026-01-21 22:04:15,TX-A,232.33,8.25,2262.40,0.62,0.16,3203.68
2026-01-21 22:04:15,TX-B,436.66,8.37,3254.50,0.62,0.30,2796.96
2026-01-21 22:04:15,TX-C,300.55,8.47,2552.65,0.64,0.17,2413.05
2026-01-21 22:04:16,CH-1,276.98,7.09,4097.18,0.48,0.29,3712.86
2026-01-21 22:04:16,CH-2,217.72,5.90,4652.44,1.32,0.72,3420.28
2026-01-21 22:04:16,TX-A,472.96,9.17,2558.94,0.33,0.20,2656.17
2026-01-21 22:04:16,TX-B,280.34,8.39,1600.35,0.51,0.21,2804.82
2026-01-21 22:04:16,TX-C,464.11,8.56,3079.78,0.61,0.14,2283.24
2026-01-21 22:04:17,CH-1,277.32,6.80,3320.36,1.26,0.45,4749.17
2026-01-21 22:04:17,CH-2,175.56,5.37,4916.95,0.95,0.46,3171.97
2026-01-21 22:04:17,TX-A,422.11,7.37,2915.09,0.54,0.32,2042.61
2026-01-21 22:04:17,TX-B,305.99,8.34,2448.88,0.34,0.27,2296.20
2026-01-21 22:04:17,TX-C,456.89,7.73,2500.65,0.47,0.26,2249.30
2026-01-21 22:04:18,CH-1,171.06,4.67,3838.36,1.21,0.69,4028.58
2026-01-21 22:04:18,CH-2,195.97,4.53,4349.93,0.85,0.19,3361.45
2026-01-21 22:04:18,TX-A,298.30,7.01,2387.40,0.48,0.29,2409.70
2026-01-21 22:04:18,TX-B,270.15,8.55,1449.75,0.49,0.24,2622.81
2026-01-21 22:04:18,TX-C,479.18,8.72,3129.46,0.44,0.26,2687.79
2026-01-21 22:04:19,CH-1,273.30,7.65,3435.49,1.38,0.77,2743.81
2026-01-21 22:04:19,CH-2,265.88,5.88,3584.44,0.98,0.44,4162.28
2026-01-21 22:04:19,TX-A,405.56,8.15,3093.11,0.33,0.27,2581.41
2026-01-21 22:04:19,TX-B,454.84,7.84,2915.24,0.34,0.19,2337.32
2026-01-21 22:04:19,TX-C,299.70,7.62,1388.68,0.55,0.27,2661.79
2026-01-21 22:04:20,CH-1,167.94,6.37,3777.79,0.68,0.45,3276.54
2026-01-21 22:04:20,CH-2,174.84,6.40,4057.17,0.58,0.77,3552.94
2026-01-21 22:04:20,TX-A,430.27,7.86,2650.04,0.49,0.21,1702.32
2026-01-21 22:04:20,TX-B,253.41,8.00,2840.59,0.53,0.22,2576.08
2026-01-21 22:04:20,TX-C,377.57,9.68,2127.11,0.52,0.34,2372.43
2026-01-21 22:04:21,CH-1,181.22,6.90,2730.71,1.30,0.93,2228.53
2026-01-21 22:04:21,CH-2,151.29,3.21,3232.35,1.28,0.76,3061.79
2026-01-21 22:04:21,TX-A,331.63,8.22,2550.43,0.69,0.41,1974.22
2026-01-21 22:04:21,TX-B,334.93,8.53,2335.97,0.62,0.18,2715.05
2026-01-21 22:04:21,TX-C,236.01,8.82,2563.57,0.59,0.23,2935.20
2026-01-21 22:04:22,CH-1,225.84,5.45,3661.92,2.40,0.84,3858.48
2026-01-21 22:04:22,CH-2,217.63,5.96,4428.95,0.24,0.69,4652.96
2026-01-21 22:04:22,TX-A,191.28,6.97,3136.03,0.27,0.33,2289.48
2026-01-21 22:04:22,TX-B,435.44,7.96,2886.09,0.59,0.17,1784.13
2026-01-21 22:04:22,TX-C,336.26,8.25,2208.34,0.73,0.20,2227.95
2026-01-21 22:04:23,CH-1,90.26,4.92,3046.42,1.39,0.57,3626.74
2026-01-21 22:04:23,CH-2,162.05,5.91,4000.44,1.33,0.56,2123.24
2026-01-21 22:04:23,TX-A,338.32,8.57,2886.53,0.28,0.29,3173.82
2026-01-21 22:04:23,TX-B,376.16,9.55,2737.91,0.48,0.25,2376.26
2026-01-21 22:04:23,TX-C,269.71,8.90,2437.34,0.58,0.10,1272.90
2026-01-21 22:04:24,CH-1,201.77,6.26,2756.67,1.41,0.71,2786.42
2026-01-21 22:04:24,CH-2,244.66,6.99,2553.57,1.12,0.80,1941.34
2026-01-21 22:04:24,TX-A,196.46,7.29,2097.54,0.45,0.28,2750.97
2026-01-21 22:04:24,TX-B,275.10,7.77,2790.76,0.28,0.25,2009.64
2026-01-21 22:04:24,TX-C,328.81,9.42,2871.29,0.36,0.26,2323.65
2026-01-21 22:04:25,CH-1,199.33,5.66,2330.17,0.58,0.56,3378.26
2026-01-21 22:04:25,CH-2,343.49,7.14,4572.65,0.89,0.35,2781.11
2026-01-21 22:04:25,TX-A,377.33,7.29,2674.70,0.70,0.39,1908.73
2026-01-21 22:04:25,TX-B,281.96,7.64,2734.52,0.74,0.25,1960.35
2026-01-21 22:04:25,TX-C,238.70,8.47,2977.73,0.46,0.41,2211.08
2026-01-21 22:04:26,CH-1,95.65,6.01,4361.31,1.55,0.83,3747.72
2026-01-21 22:04:26,CH-2,245.66,4.43,3928.58,1.23,0.57,2435.49
2026-01-21 22:04:26,TX-A,323.46,7.87,2688.57,0.49,0.22,2201.06
2026-01-21 22:04:26,TX-B,506.80,6.52,3232.06,0.41,0.30,2350.85
2026-01-21 22:04:26,TX-C,432.39,7.78,3837.53,0.50,0.21,1858.78
2026-01-21 22:04:27,CH-1,281.89,6.01,3854.31,1.08,0.50,4528.60
2026-01-21 22:04:27,CH-2,197.93,5.56,3161.12,1.14,0.51,3671.39
2026-01-21 22:04:27,TX-A,387.94,8.58,2725.72,0.44,0.21,2367.73
2026-01-21 22:04:27,TX-B,373.80,9.56,3410.08,0.51,0.18,2826.68
2026-01-21 22:04:27,TX-C,394.54,7.68,3547.36,0.52,0.28,1864.19
2026-01-21 22:04:28,CH-1,175.41,7.39,4797.11,1.22,0.75,3347.66
2026-01-21 22:04:28,CH-2,251.97,4.91,3359.12,0.99,0.54,786.95
2026-01-21 22:04:28,TX-A,437.58,7.96,1882.30,0.40,0.22,1495.29
2026-01-21 22:04:28,TX-B,349.99,7.74,1943.47,0.38,0.19,1731.40
2026-01-21 22:04:28,TX-C,355.71,8.75,2578.46,0.59,0.16,2317.64
2026-01-21 22:04:29,CH-1,209.20,7.92,3255.21,1.28,0.90,3245.39
2026-01-21 22:04:29,CH-2,103.31,5.86,4053.65,1.48,0.57,2494.17
2026-01-21 22:04:29,TX-A,389.54,8.35,2717.57,0.40,0.19,2201.44
2026-01-21 22:04:29,TX-B,294.37,8.24,3225.83,0.60,0.23,1874.11
2026-01-21 22:04:29,TX-C,325.35,7.48,2675.96,0.73,0.25,2687.98
2026-01-21 22:04:30,CH-1,282.31,4.87,2911.79,0.69,0.71,4482.40
2026-01-21 22:04:30,CH-2,174.46,6.08,2458.97,1.71,0.62,2594.67
2026-01-21 22:04:30,TX-A,455.80,6.89,2889.93,0.39,0.37,2265.50
2026-01-21 22:04:30,TX-B,180.20,8.35,2405.56,0.56,0.34,1841.81
2026-01-21 22:04:30,TX-C,330.24,7.38,2145.72,0.42,0.33,2626.70
2026-01-21 22:04:31,CH-1,144.86,8.35,3936.07,0.90,0.38,3961.21
2026-01-21 22:04:31,CH-2,207.41,7.52,4570.86,1.16,0.57,3465.43
2026-01-21 22:04:31,TX-A,240.55,8.09,1865.41,0.47,0.26,1597.85
2026-01-21 22:04:31,TX-B,310.95,9.20,2405.19,0.50,0.31,2044.73
2026-01-21 22:04:31,TX-C,335.93,8.77,2912.41,0.68,0.27,2151.85
2026-01-21 22:04:32,CH-1,250.75,6.53,4106.55,0.61,0.71,3755.94
2026-01-21 22:04:32,CH-2,236.60,4.33,5567.83,0.86,0.53,4287.19
2026-01-21 22:04:32,TX-A,327.77,6.99,2932.64,0.26,0.22,2487.83
2026-01-21 22:04:32,TX-B,353.10,6.82,2053.57,0.52,0.22,2386.35
2026-01-21 22:04:32,TX-C,295.32,7.79,2633.38,0.55,0.14,2342.46
2026-01-21 22:04:33,CH-1,231.33,5.95,4156.19,1.06,0.62,3288.16
2026-01-21 22:04:33,CH-2,213.63,6.85,1658.91,1.06,0.59,2097.28
2026-01-21 22:04:33,TX-A,264.32,7.31,1576.26,0.59,0.18,3051.91
2026-01-21 22:04:33,TX-B,326.18,7.37,2359.96,0.29,0.30,2630.05
2026-01-21 22:04:33,TX-C,358.13,7.56,2747.64,1.00,0.41,2291.16
2026-01-21 22:04:34,CH-1,171.96,7.30,2857.15,1.64,0.76,3713.38
2026-01-21 22:04:34,CH-2,169.49,7.57,4642.08,1.23,0.17,3359.04
2026-01-21 22:04:34,TX-A,176.10,8.24,2601.81,0.52,0.27,2719.41
2026-01-21 22:04:34,TX-B,234.98,8.33,3146.54,0.22,0.27,2679.97
2026-01-21 22:04:34,TX-C,407.02,8.19,2525.36,0.69,0.18,2698.62
2026-01-21 22:04:35,CH-1,179.85,4.95,2878.86,1.66,0.41,3049.38
2026-01-21 22:04:35,CH-2,240.84,7.08,3358.36,1.31,0.57,1791.07
2026-01-21 22:04:35,TX-A,267.55,8.24,2165.98,0.55,0.29,2225.92
2026-01-21 22:04:35,TX-B,468.97,8.23,2655.34,0.73,0.22,2239.62
2026-01-21 22:04:35,TX-C,270.87,8.17,3812.55,0.26,0.28,2465.84
2026-01-21 22:04:36,CH-1,213.09,4.32,3492.46,0.55,0.61,3584.84
2026-01-21 22:04:36,CH-2,282.06,4.96,3052.53,1.02,0.30,3007.62
2026-01-21 22:04:36,TX-A,245.83,8.61,2999.76,0.57,0.32,2369.73
2026-01-21 22:04:36,TX-B,341.10,7.69,2420.32,0.42,0.09,2324.85
2026-01-21 22:04:36,TX-C,414.85,8.03,2516.11,0.69,0.31,2120.64
2026-01-21 22:04:37,CH-1,223.45,5.97,3676.21,1.31,0.54,2730.86
2026-01-21 22:04:37,CH-2,187.41,5.28,4053.47,1.12,0.62,3373.08
2026-01-21 22:04:37,TX-A,316.74,7.27,2326.92,0.60,0.38,2506.56
2026-01-21 22:04:37,TX-B,210.07,7.53,2801.77,0.49,0.35,2502.83
2026-01-21 22:04:37,TX-C,366.43,7.88,2577.63,0.81,0.41,2429.46
2026-01-21 22:04:38,CH-1,293.04,5.06,4050.78,1.57,0.72,2340.86
2026-01-21 22:04:38,CH-2,151.91,6.36,4252.20,1.35,0.67,2354.77
2026-01-21 22:04:38,TX-A,276.73,7.29,2400.88,0.49,0.23,1946.86
2026-01-21 22:04:38,TX-B,289.52,8.09,2309.97,0.53,0.31,2260.50
2026-01-21 22:04:38,TX-C,317.78,8.78,2639.65,0.53,0.36,2219.46
2026-01-21 22:04:39,CH-1,246.14,5.41,3951.92,1.52,0.70,4235.79
2026-01-21 22:04:39,CH-2,262.69,5.79,2325.06,1.06,0.73,2167.43
2026-01-21 22:04:39,TX-A,356.47,7.38,2508.44,0.62,0.24,1639.72
2026-01-21 22:04:39,TX-B,267.10,8.56,3438.52,0.44,0.35,1795.25
2026-01-21 22:04:39,TX-C,281.27,9.28,2893.52,0.31,0.38,2406.18
2026-01-21 22:04:40,CH-1,241.53,5.04,3903.82,1.22,0.69,2272.22
2026-01-21 22:04:40,CH-2,174.95,4.67,5267.10,1.24,0.83,4237.71
2026-01-21 22:04:40,TX-A,339.49,8.64,3093.22,0.45,0.20,1577.17
2026-01-21 22:04:40,TX-B,447.39,7.93,2981.26,0.37,0.28,2134.10
2026-01-21 22:04:40,TX-C,411.12,8.84,1860.69,0.53,0.19,2213.47
2026-01-21 22:04:41,CH-1,217.36,5.26,3656.64,0.58,0.75,2612.28
2026-01-21 22:04:41,CH-2,214.56,5.43,4404.02,1.30,0.58,2443.42
2026-01-21 22:04:41,TX-A,376.77,8.04,1662.23,0.28,0.16,2060.19
2026-01-21 22:04:41,TX-B,369.17,7.64,2295.40,0.31,0.30,2645.70
2026-01-21 22:04:41,TX-C,198.20,8.55,2842.15,0.39,0.25,2999.26
2026-01-21 22:04:42,CH-1,272.74,5.12,4331.31,1.50,0.44,2679.11
2026-01-21 22:04:42,CH-2,275.19,3.88,1391.51,1.50,0.44,3781.65
2026-01-21 22:04:42,TX-A,274.61,8.10,2165.53,0.52,0.32,2304.90
2026-01-21 22:04:42,TX-B,261.87,7.89,2537.10,0.35,0.23,2448.24
2026-01-21 22:04:42,TX-C,432.26,7.61,2983.67,0.57,0.37,1864.24
2026-01-21 22:04:43,CH-1,217.54,8.97,2773.58,0.85,0.87,3392.56
2026-01-21 22:04:43,CH-2,304.94,4.23,3038.41,1.15,0.70,2315.71
2026-01-21 22:04:43,TX-A,262.63,9.80,3707.60,0.40,0.22,1695.62
2026-01-21 22:04:43,TX-B,428.43,7.91,2271.79,0.27,0.36,1991.70
2026-01-21 22:04:43,TX-C,349.05,7.79,1844.13,0.52,0.31,1847.63
2026-01-21 22:04:44,CH-1,216.76,5.82,3452.51,1.33,0.76,2976.87
2026-01-21 22:04:44,CH-2,224.61,6.77,2450.50,2.08,0.86,2938.31
2026-01-21 22:04:44,TX-A,373.63,8.02,2927.39,0.36,0.26,2374.18
2026-01-21 22:04:44,TX-B,390.65,6.80,1782.47,0.48,0.22,1871.89
2026-01-21 22:04:44,TX-C,376.79,7.41,3173.02,0.77,0.30,2324.10
2026-01-21 22:04:45,CH-1,224.68,5.52,3820.99,0.71,0.55,2989.07
2026-01-21 22:04:45,CH-2,206.35,4.46,5189.36,0.59,0.47,2906.78
2026-01-21 22:04:45,TX-A,316.10,7.42,2363.63,0.40,0.33,2310.40
2026-01-21 22:04:45,TX-B,293.67,7.15,2408.10,0.69,0.25,1514.65
2026-01-21 22:04:45,TX-C,284.37,9.62,3163.75,0.43,0.20,1806.73
2026-01-21 22:04:46,CH-1,205.00,5.18,2475.77,0.93,0.70,2777.59
2026-01-21 22:04:46,CH-2,311.90,6.50,4869.16,1.22,0.23,4689.04
2026-01-21 22:04:46,TX-A,428.24,8.01,2415.78,0.53,0.24,1928.75
2026-01-21 22:04:46,TX-B,411.77,8.68,1580.87,0.37,0.22,1910.24
2026-01-21 22:04:46,TX-C,351.14,9.44,2987.69,0.51,0.28,2374.33
2026-01-21 22:04:47,CH-1,201.49,6.99,4393.51,2.02,0.39,2890.95
2026-01-21 22:04:47,CH-2,230.83,6.31,3632.28,1.58,0.65,2827.09
2026-01-21 22:04:47,TX-A,332.08,8.90,2760.57,0.30,0.16,2237.61
2026-01-21 22:04:47,TX-B,432.21,9.78,2272.95,0.67,0.25,2255.56
2026-01-21 22:04:47,TX-C,441.07,8.72,2879.84,0.79,0.21,1900.00
2026-01-21 22:04:48,CH-1,226.92,6.15,3428.17,1.30,0.67,2765.90
2026-01-21 22:04:48,CH-2,254.03,8.29,3650.61,0.69,0.65,2816.81
2026-01-21 22:04:48,TX-A,302.05,8.82,3250.17,0.60,0.38,1660.38
2026-01-21 22:04:48,TX-B,449.90,6.72,2693.76,0.55,0.08,2368.04
2026-01-21 22:04:48,TX-C,350.12,7.70,2215.29,0.41,0.24,1831.66
2026-01-21 22:04:49,CH-1,181.92,5.49,3320.88,0.77,0.49,4117.84
2026-01-21 22:04:49,CH-2,141.59,5.90,3358.57,1.60,0.54,2987.08
2026-01-21 22:04:49,TX-A,276.10,8.12,2857.25,0.17,0.31,1960.46
2026-01-21 22:04:49,TX-B,278.68,8.30,2631.77,0.50,0.37,2673.61
2026-01-21 22:04:49,TX-C,456.52,8.56,3282.78,0.29,0.33,1922.24
2026-01-21 22:04:50,CH-1,246.18,4.80,3284.00,1.30,0.47,3302.16
2026-01-21 22:04:50,CH-2,263.25,5.57,4691.17,1.67,0.57,3900.50
2026-01-21 22:04:50,TX-A,346.57,7.90,1657.70,0.39,0.25,2493.53
2026-01-21 22:04:50,TX-B,331.42,9.57,2285.12,0.65,0.28,2826.60
2026-01-21 22:04:50,TX-C,344.63,8.96,2680.51,0.46,0.38,2244.17
2026-01-21 22:04:51,CH-1,135.99,7.52,3279.82,1.68,0.63,3375.95
2026-01-21 22:04:51,CH-2,209.22,3.20,3087.32,1.08,0.36,3208.19
2026-01-21 22:04:51,TX-A,383.67,8.21,2052.56,0.65,0.22,2278.01
2026-01-21 22:04:51,TX-B,363.06,7.36,1593.97,0.57,0.25,1822.67
2026-01-21 22:04:51,TX-C,386.45,8.46,1994.93,0.69,0.26,2365.80
2026-01-21 22:04:52,CH-1,319.78,5.97,3836.99,1.17,0.56,3663.57
2026-01-21 22:04:52,CH-2,185.70,6.04,3386.48,1.37,0.03,2801.99
2026-01-21 22:04:52,TX-A,379.52,7.43,2953.80,0.53,0.31,1171.37
2026-01-21 22:04:52,TX-B,351.77,7.81,2051.02,0.40,0.08,1614.24
2026-01-21 22:04:52,TX-C,443.06,7.52,1992.48,0.23,0.28,1824.90
2026-01-21 22:04:53,CH-1,196.22,5.92,5171.55,1.14,0.57,3912.19
2026-01-21 22:04:53,CH-2,268.50,5.20,3368.41,1.58,0.97,2890.12
2026-01-21 22:04:53,TX-A,458.08,8.45,2531.09,0.47,0.30,1164.53
2026-01-21 22:04:53,TX-B,466.31,7.84,2622.00,0.26,0.25,1682.86
2026-01-21 22:04:53,TX-C,409.82,8.33,2690.10,0.55,0.32,1658.50
2026-01-21 22:04:54,CH-1,281.15,5.41,3948.91,1.33,0.62,3405.98
2026-01-21 22:04:54,CH-2,211.55,4.59,2139.89,0.91,0.54,4377.36
2026-01-21 22:04:54,TX-A,344.30,9.71,2483.34,0.32,0.25,1645.63
2026-01-21 22:04:54,TX-B,428.63,7.10,2541.11,0.33,0.16,1955.45
2026-01-21 22:04:54,TX-C,293.25,7.80,3380.48,0.27,0.20,2467.63
2026-01-21 22:04:55,CH-1,150.05,4.86,4704.49,1.09,0.49,2695.05
2026-01-21 22:04:55,CH-2,252.43,6.39,3862.96,0.61,0.94,3607.62
2026-01-21 22:04:55,TX-A,275.40,6.03,1517.94,0.36,0.23,2331.01
2026-01-21 22:04:55,TX-B,219.95,9.51,3081.06,0.80,0.32,2051.55
2026-01-21 22:04:55,TX-C,215.54,7.09,3628.80,0.79,0.27,2657.37
2026-01-21 22:04:56,CH-1,261.72,6.37,3249.10,1.06,0.32,2957.17
2026-01-21 22:04:56,CH-2,235.66,5.08,3937.27,1.76,0.71,2902.36
2026-01-21 22:04:56,TX-A,223.64,8.76,3231.68,0.54,0.13,2428.20
2026-01-21 22:04:56,TX-B,238.74,7.36,2252.76,0.20,0.24,1882.01
2026-01-21 22:04:56,TX-C,448.79,9.79,3122.59,0.55,0.30,2436.11
